date,AdrActCnt,CapMrktCurUSD
2017-07-12,746872,39053487321.79894
2017-07-13,675427,38545879294.01802
2017-07-14,647312,36429580814.58527
2017-07-15,624607,32728766809.625706
2017-07-16,617297,31435051662.128304
2017-07-17,690739,36456861657.865685
2017-07-18,809612,37909768672.150246
2017-07-19,713341,37145563305.32494
2017-07-20,660126,46479908648.678116
2017-07-21,744868,43888421935.829636
2017-07-22,633583,46587404300.74615
2017-07-23,536910,45333705063.65809
2017-07-24,681339,45371377698.71976
2017-07-25,702031,42140742567.940834
2017-07-26,652653,41546403805.856255
2017-07-27,686889,43904037844.165405
2017-07-28,683771,46029171038.01704
2017-07-29,634637,44594828238.11445
2017-07-30,583526,45307309969.068756
2017-07-31,692282,47178370615.229965
2017-08-01,473639,44954870203.73565
2017-08-02,599118,44346106068.054535
2017-08-03,592805,45992799938.315186
2017-08-04,668144,47161926533.84063
2017-08-05,642015,53387777581.82047
2017-08-06,547079,53272937538.047104
2017-08-07,692078,55958573635.89148
2017-08-08,786340,56511797950.614174
2017-08-09,711839,55223234127.27441
2017-08-10,730801,56710810916.71008
2017-08-11,729508,60404943871.39992
2017-08-12,695821,63886112715.03265
2017-08-13,717839,67074148204.9193
2017-08-14,681161,71055660577.93755
2017-08-15,817719,68677106425.00052
2017-08-16,688962,72062692116.97244
2017-08-17,863099,71145078748.63457
2017-08-18,727394,67850038464.24484
2017-08-19,708914,68713761143.51761
2017-08-20,627940,67489563565.01474
2017-08-21,632318,65956080358.16498
2017-08-22,530992,67310327158.72247
2017-08-23,839588,68517713977.9493
2017-08-24,542527,71479081623.50026
2017-08-25,587663,71935931728.76529
2017-08-26,617917,71757325229.35551
2017-08-27,753881,71814078736.96461
2017-08-28,661017,72397327204.40997
2017-08-29,789243,76053940775.73613
2017-08-30,805068,75835035216.64296
2017-08-31,797023,78386345981.64597
2017-09-01,767441,81337302684.47433
2017-09-02,709832,76002486194.54488
2017-09-03,587110,76512165470.0802
2017-09-04,760792,72377228115.3783
2017-09-05,780357,73700143235.54443
2017-09-06,777010,76248805470.28902
2017-09-07,767722,76715672194.46529
2017-09-08,809056,71931114925.08025
2017-09-09,625612,71776989941.9673
2017-09-10,581564,70563390453.15256
2017-09-11,724503,69756359191.37337
2017-09-12,700869,68967526611.78394
2017-09-13,715683,64385886678.33506
2017-09-14,786448,53797846714.26438
2017-09-15,831698,61289969016.14447
2017-09-16,637532,61496818023.181404
2017-09-17,582453,61515288495.005714
2017-09-18,694432,67629984373.80915
2017-09-19,784159,65073733640.120926
2017-09-20,619406,64582823404.499115
2017-09-21,684987,59973348985.81828
2017-09-22,642171,60012303857.5266
2017-09-23,571954,62613280673.65516
2017-09-24,549507,60983077170.61432
2017-09-25,655510,65000249826.28989
2017-09-26,722077,64531789180.50938
2017-09-27,702387,69809713133.19464
2017-09-28,753933,69486873129.74437
2017-09-29,741184,68952075464.79512
2017-09-30,631821,71938913742.75099
2017-10-01,628817,72735077239.7851
2017-10-02,800519,72822788727.59785
2017-10-03,787242,71499464247.8438
2017-10-04,655363,70014303217.84541
2017-10-05,725883,71726893837.48567
2017-10-06,818384,72507648477.25464
2017-10-07,651679,73727781715.95784
2017-10-08,699283,76427080461.49493
2017-10-09,797851,79373595751.18407
2017-10-10,833834,78777388381.59265
2017-10-11,778349,80013491738.5039
2017-10-12,784446,89640478588.78906
2017-10-13,818187,93313118335.9517
2017-10-14,789672,96176536827.74106
2017-10-15,825816,94596701288.40845
2017-10-16,844162,95711219683.11388
2017-10-17,878509,92966938475.27013
2017-10-18,824566,92868621710.0148
2017-10-19,906491,94950999937.29616
2017-10-20,850614,99830983341.49812
2017-10-21,800937,100330364282.38658
2017-10-22,907439,99784808761.1823
2017-10-23,880240,97994456562.60486
2017-10-24,955565,91840397164.74434
2017-10-25,911228,95486189643.46214
2017-10-26,742163,98234529051.36249
2017-10-27,668740,96104752753.63957
2017-10-28,555227,95951756985.02434
2017-10-29,905041,102829680333.08313
2017-10-30,894901,101917124316.81866
2017-10-31,827896,107078955661.09212
2017-11-01,961473,112054108123.36006
2017-11-02,916882,117354261151.3089
2017-11-03,820113,119944947796.13876
2017-11-04,800708,123653778148.13254
2017-11-05,805781,122844259916.03902
2017-11-06,831790,116425041611.90804
2017-11-07,937089,118654642802.81989
2017-11-08,871573,124219064692.37189
2017-11-09,948030,118673324665.81555
2017-11-10,786879,110393978633.4874
2017-11-11,579558,105834109880.54945
2017-11-12,586355,97208358771.0979
2017-11-13,920515,108732275280.58284
2017-11-14,819127,109959147530.6921
2017-11-15,944172,121064949584.29533
2017-11-16,907472,130693988524.30934
2017-11-17,982559,128963836441.85408
2017-11-18,843076,130097046001.0845
2017-11-19,913898,133820448817.29451
2017-11-20,979917,138036801223.38794
2017-11-21,981593,135085275817.5825
2017-11-22,869698,137731449923.4671
2017-11-23,959240,134776695432.14294
2017-11-24,905792,137476193155.39874
2017-11-25,922777,146306248215.97958
2017-11-26,941512,155672428867.92273
2017-11-27,1061044,162555212918.2686
2017-11-28,1025283,165940133781.83997
2017-11-29,1132724,163753179019.47836
2017-11-30,1086490,167060587956.1334
2017-12-01,1115596,180659157832.94055
2017-12-02,943132,182785463832.00534
2017-12-03,1008744,187475238156.98578
2017-12-04,1155119,193322386457.61038
2017-12-05,1146460,196268293423.88126
2017-12-06,1228561,234016819443.28604
2017-12-07,1065803,284895527864.3471
2017-12-08,1126652,272653093293.32812
2017-12-09,1182172,251800579159.83594
2017-12-10,1073634,258942565166.25024
2017-12-11,1163072,282379648924.7821
2017-12-12,1099485,291792545813.21326
2017-12-13,1251052,276453308738.91064
2017-12-14,1290363,277960419436.3015
2017-12-15,1179313,296398758942.5695
2017-12-16,1132973,328898790191.6653
2017-12-17,1175732,322411617616.1133
2017-12-18,1204183,317958857882.7148
2017-12-19,1046267,295733348356.479
2017-12-20,1027644,275663636517.5711
2017-12-21,998866,261954631857.07034
2017-12-22,1110734,239728949025.90448
2017-12-23,979504,249895523156.71146
2017-12-24,1020552,235098385262.42288
2017-12-25,878323,236037231091.8994
2017-12-26,911656,263660263812.78415
2017-12-27,1037747,258021387628.2183
2017-12-28,999488,239612301936.49872
2017-12-29,1096215,244375993508.84512
2017-12-30,998615,217180538389.02597
2017-12-31,1007208,233524465189.3348
2018-01-01,972783,225887722580.94855
2018-01-02,1142721,247555189825.18134
2018-01-03,1130917,251879335164.34848
2018-01-04,1253986,252918055361.86136
2018-01-05,1069525,285287177348.3089
2018-01-06,1163503,287108308287.3724
2018-01-07,1130388,272505179860.49524
2018-01-08,1157303,250807207092.34372
2018-01-09,1145338,241453646852.43872
2018-01-10,1118949,246362365863.32315
2018-01-11,1222969,221498893134.7169
2018-01-12,1153290,231652981446.49854
2018-01-13,939348,239101104762.35956
2018-01-14,971840,229884291706.0992
2018-01-15,949563,228408095575.09323
2018-01-16,1001819,192121046221.58783
2018-01-17,1090483,187582403000.9115
2018-01-18,1050790,189059547788.13376
2018-01-19,1027992,192348146652.90378
2018-01-20,970060,214707089256.08
2018-01-21,988506,192099954357.02213
2018-01-22,946599,180601416229.53217
2018-01-23,893416,182509946645.00702
2018-01-24,940167,188868250111.49985
2018-01-25,854029,187284665737.6832
2018-01-26,807029,185709056259.20752
2018-01-27,860840,190534317916.2448
2018-01-28,765711,195521978595.3605
2018-01-29,775230,187405821048.5397
2018-01-30,845185,167680159360.35452
2018-01-31,685452,169219353157.63504
2018-02-01,833934,152227586137.84958
2018-02-02,853582,147972357159.3378
2018-02-03,714800,153818002832.45062
2018-02-04,711645,138987436238.7948
2018-02-05,915758,115402453262.58667
2018-02-06,999753,130398654837.1814
2018-02-07,804119,128490337875.27019
2018-02-08,753618,138513689945.96112
2018-02-09,781921,145975503391.69894
2018-02-10,737187,143796839806.9395
2018-02-11,814528,136503442480.99648
2018-02-12,912131,150193661791.17108
2018-02-13,868109,143741453662.46915
2018-02-14,937769,159670278815.20184
2018-02-15,779005,170471136968.4026
2018-02-16,773561,171884074815.12784
2018-02-17,765638,187024145183.5038
2018-02-18,730130,176357479895.8642
2018-02-19,857787,187976194475.86023
2018-02-20,703065,189794491196.21036
2018-02-21,713740,176533469479.5317
2018-02-22,719848,166750223696.01343
2018-02-23,732287,171510918790.79294
2018-02-24,690001,163552082148.23413
2018-02-25,526879,162164887219.03525
2018-02-26,688379,174157924575.1811
2018-02-27,699046,179950653847.5196
2018-02-28,817155,174108312562.12912
2018-03-01,821011,184546671784.8129
2018-03-02,752300,186095856775.39832
2018-03-03,934083,193076418415.27505
2018-03-04,792569,193721221886.4619
2018-03-05,857168,195062277838.5043
2018-03-06,834323,180485923073.3736
2018-03-07,922143,167422408355.8916
2018-03-08,903578,157760715442.6866
2018-03-09,888997,156892740604.11438
2018-03-10,803717,148595551650.91342
2018-03-11,889324,160908118884.2804
2018-03-12,828676,154742152551.37723
2018-03-13,773506,154974273658.91025
2018-03-14,580666,139113345204.63852
2018-03-15,602746,139914335208.60437
2018-03-16,601517,141763494802.30847
2018-03-17,452543,133397116859.14584
2018-03-18,535510,138614553160.81683
2018-03-19,587514,144521631437.14117
2018-03-20,567891,150605270576.65906
2018-03-21,586910,150352052268.78595
2018-03-22,577941,147507258760.04514
2018-03-23,619608,148556200040.70505
2018-03-24,543804,145850435654.0619
2018-03-25,454187,142978872725.61987
2018-03-26,582295,138430269669.80035
2018-03-27,598612,132788146745.29875
2018-03-28,552755,134434473959.64536
2018-03-29,559619,120467251234.39307
2018-03-30,571020,115796633032.0647
2018-03-31,475498,117335340577.4604
2018-04-01,425276,115353102998.06735
2018-04-02,485666,119244423031.53574
2018-04-03,605514,125830051366.80849
2018-04-04,565002,114986059183.08644
2018-04-05,534893,115302512667.86043
2018-04-06,631476,112126583471.01808
2018-04-07,502038,116823177434.98445
2018-04-08,414992,118932810742.21152
2018-04-09,535496,114311672118.16817
2018-04-10,569509,115680131308.85143
2018-04-11,533732,117867416604.65047
2018-04-12,629328,134168090914.60818
2018-04-13,638968,134434525998.6731
2018-04-14,502546,135931151075.12419
2018-04-15,590187,141650187328.7155
2018-04-16,721332,136650419244.81299
2018-04-17,614295,133962175227.62909
2018-04-18,588686,138650636284.67517
2018-04-19,657714,140539709293.91605
2018-04-20,661833,150179023464.4438
2018-04-21,602722,150605063050.8505
2018-04-22,502665,149559305824.3162
2018-04-23,642298,151782579435.7192
2018-04-24,776436,164062766307.80722
2018-04-25,701507,150534451808.20685
2018-04-26,661663,157507070083.46603
2018-04-27,674680,152705064058.8726
2018-04-28,541764,158849307909.90692
2018-04-29,549120,159806033177.31943
2018-04-30,645424,156962282341.70624
2018-05-01,634217,154317464332.45203
2018-05-02,673769,156578190321.41138
2018-05-03,660104,165894741989.1293
2018-05-04,710689,164991759225.75504
2018-05-05,606625,166700806032.87646
2018-05-06,535825,163299488641.55856
2018-05-07,662775,158967333946.10678
2018-05-08,665870,156819276398.11127
2018-05-09,603396,158211127488.79486
2018-05-10,633729,153878517153.77625
2018-05-11,772234,143373321270.3079
2018-05-12,563749,144514968309.0574
2018-05-13,488836,148108395237.23602
2018-05-14,641192,147701005849.94635
2018-05-15,624136,144605949351.01572
2018-05-16,617403,141886841023.80402
2018-05-17,635676,137176558811.93735
2018-05-18,701918,140302690393.97842
2018-05-19,500408,140257123405.43295
2018-05-20,483041,145078058846.0959
2018-05-21,620329,143171421543.0004
2018-05-22,595706,136519507769.1796
2018-05-23,636565,128237740095.40973
2018-05-24,559734,129184935653.37354
2018-05-25,624713,126639121906.13664
2018-05-26,459370,124964285195.88701
2018-05-27,441802,125182133039.21866
2018-05-28,598556,121317311761.56833
2018-05-29,600021,127178919277.39348
2018-05-30,596173,125847610692.34056
2018-05-31,620191,127639489898.68208
2018-06-01,683588,128356441555.94875
2018-06-02,524370,130378486453.76413
2018-06-03,542740,131498835221.0268
2018-06-04,694350,127836651623.76181
2018-06-05,655014,129979115426.49301
2018-06-06,653426,130669884421.2853
2018-06-07,635530,130942715943.34389
2018-06-08,640966,130216094923.58318
2018-06-09,503993,129094774239.7812
2018-06-10,527886,115242359003.2373
2018-06-11,586393,117043566259.51982
2018-06-12,662032,111540186918.58977
2018-06-13,660241,107788509788.8752
2018-06-14,586144,113326173419.85922
2018-06-15,613937,109405258626.73555
2018-06-16,434955,111053766097.57837
2018-06-17,439145,110303511512.67043
2018-06-18,569167,114645451013.78526
2018-06-19,628857,115149244502.8952
2018-06-20,590701,115516336692.9139
2018-06-21,556428,114968985603.38638
2018-06-22,616964,103675812241.77994
2018-06-23,473376,105649754025.73972
2018-06-24,465159,105188245647.2729
2018-06-25,618481,106861339065.99007
2018-06-26,601757,104349523004.11539
2018-06-27,591319,105095896985.98288
2018-06-28,566389,100304632985.26033
2018-06-29,584573,106518869341.18803
2018-06-30,560237,109177747554.53374
2018-07-01,476547,108947319052.5059
2018-07-02,662310,113188557636.73059
2018-07-03,655359,111312877114.31288
2018-07-04,594400,112711825499.79326
2018-07-05,555588,111968645594.2585
2018-07-06,640591,113063968657.09966
2018-07-07,460458,115465661540.18742
2018-07-08,501981,114914482588.65048
2018-07-09,627774,114224903787.80823
2018-07-10,669373,108152793264.32474
2018-07-11,636817,109344538488.59865
2018-07-12,923421,105609244489.61113
2018-07-13,941540,106469386228.2422
2018-07-14,793757,107270752475.55956
2018-07-15,502106,108867474201.12537
2018-07-16,602482,115106821467.19034
2018-07-17,681518,125580721821.3216
2018-07-18,762246,126547867223.5179
2018-07-19,626926,128125010853.07117
2018-07-20,653321,125740705992.64911
2018-07-21,511119,127183034589.3417
2018-07-22,459458,127009676954.65714
2018-07-23,716690,132461306959.85503
2018-07-24,717759,144176409303.43924
2018-07-25,771199,140848438885.07904
2018-07-26,641543,135905971504.21309
2018-07-27,721812,140385333661.0855
2018-07-28,545883,140685035244.0186
2018-07-29,494042,141376644218.0338
2018-07-30,638966,140397962724.83777
2018-07-31,696566,132737425419.33078
2018-08-01,698015,130544828991.51154
2018-08-02,622521,129631238285.99742
2018-08-03,694601,127389185324.80104
2018-08-04,547308,120372201905.84554
2018-08-05,495532,120891309546.94948
2018-08-06,651894,119155942795.5256
2018-08-07,710766,115602331537.64194
2018-08-08,634443,107787129090.23811
2018-08-09,636143,112798970602.05664
2018-08-10,656819,105548153481.91737
2018-08-11,523641,108623509949.61084
2018-08-12,486939,108651957013.71864
2018-08-13,602328,107823291676.77013
2018-08-14,672592,106439624172.6659
2018-08-15,677460,107921713369.36864
2018-08-16,621029,108287593315.59192
2018-08-17,650774,112987854531.11528
2018-08-18,498238,110180882411.00537
2018-08-19,502449,111766836577.27116
2018-08-20,639365,108028823193.54256
2018-08-21,589991,111487195428.20818
2018-08-22,622189,109638677665.2356
2018-08-23,574017,112258698492.89711
2018-08-24,633016,115394585122.42712
2018-08-25,540988,116227908455.6044
2018-08-26,495145,115284878069.69078
2018-08-27,675295,117873365030.67719
2018-08-28,676219,122261446474.46252
2018-08-29,643056,121247278332.51863
2018-08-30,626114,120114930037.10117
2018-08-31,658225,121131550725.81139
2018-09-01,556577,124028288534.0295
2018-09-02,491997,125667820675.12169
2018-09-03,616107,125177334900.4002
2018-09-04,646393,126936865991.23831
2018-09-05,644928,117151754999.24127
2018-09-06,659910,111939859791.32004
2018-09-07,694327,110581749752.29561
2018-09-08,541935,106782343851.27592
2018-09-09,506971,107855616025.27687
2018-09-10,620579,108662608384.24084
2018-09-11,642145,108380864787.66785
2018-09-12,602958,109241940295.64647
2018-09-13,618775,112074557501.76236
2018-09-14,615099,112150595269.43167
2018-09-15,547938,112670904653.23537
2018-09-16,479019,112220037901.27626
2018-09-17,616149,108105991224.44568
2018-09-18,640750,109529380192.13358
2018-09-19,638350,110295088597.76112
2018-09-20,628755,112288488870.2254
2018-09-21,713347,116491363596.52649
2018-09-22,550844,115888008971.52518
2018-09-23,524121,115860149884.8567
2018-09-24,601707,113684243861.49072
2018-09-25,653042,110930242226.68494
2018-09-26,624467,111750680973.86243
2018-09-27,642476,115473953608.52666
2018-09-28,654875,114539547907.19226
2018-09-29,564628,113884047547.05753
2018-09-30,514766,114243175578.8343
2018-10-01,688212,113518016605.85884
2018-10-02,660448,112610666756.3033
2018-10-03,695230,111856548131.17673
2018-10-04,653916,113267427334.0738
2018-10-05,686857,113967980867.0094
2018-10-06,569596,113378166758.79816
2018-10-07,618542,113633692973.18512
2018-10-08,643328,114339270103.70226
2018-10-09,604271,114103170639.18616
2018-10-10,651334,113053154102.98314
2018-10-11,689144,106661330255.67242
2018-10-12,699176,107233068566.12044
2018-10-13,553344,107348052161.21346
2018-10-14,522288,107100406864.61182
2018-10-15,711826,111614357755.5524
2018-10-16,674140,111958262043.08224
2018-10-17,662174,111636608391.73186
2018-10-18,673350,110846228676.42819
2018-10-19,684662,110625312452.34442
2018-10-20,583046,111073074254.35512
2018-10-21,540049,111206991506.71555
2018-10-22,687801,111092745870.69737
2018-10-23,688951,110896223452.83104
2018-10-24,630269,111214183524.86853
2018-10-25,664579,111026107522.98994
2018-10-26,681997,111068486835.02594
2018-10-27,578121,111171246478.5455
2018-10-28,547630,111134376406.18802
2018-10-29,708860,108654957796.83511
2018-10-30,697640,108825354861.77649
2018-10-31,694833,109430710322.48329
2018-11-01,702856,110079075092.29425
2018-11-02,764821,110180510973.50604
2018-11-03,635423,109920163681.27744
2018-11-04,619152,111457353102.79344
2018-11-05,709024,111165512798.97427
2018-11-06,698165,111839004285.48561
2018-11-07,708634,112886579168.95439
2018-11-08,702459,111261944815.82115
2018-11-09,696353,109963021291.86081
2018-11-10,583550,110350898799.03009
2018-11-11,601176,110055044898.53024
2018-11-12,680949,109809736244.71675
2018-11-13,637890,108903259088.7863
2018-11-14,734241,96860221302.46275
2018-11-15,709708,96248717597.61154
2018-11-16,704543,95518040630.4485
2018-11-17,587644,95616231626.28334
2018-11-18,543353,96568300411.74493
2018-11-19,680899,83309665038.67564
2018-11-20,769611,75064932894.56099
2018-11-21,620393,79100846618.07185
2018-11-22,653846,74835214989.0608
2018-11-23,624434,74603295134.03229
2018-11-24,578522,66200481496.81578
2018-11-25,577253,68650951140.12602
2018-11-26,628614,64367371529.5159
2018-11-27,627815,65700289252.32036
2018-11-28,630438,73220546017.23145
2018-11-29,612685,73757876886.60487
2018-11-30,597612,69139707027.07185
2018-12-01,579421,72186769334.42613
2018-12-02,502649,71334198592.29
2018-12-03,586010,66905681722.15499
2018-12-04,671416,67764822761.35068
2018-12-05,609238,64577860936.277374
2018-12-06,655016,61144670013.32361
2018-12-07,658859,58729900521.637
2018-12-08,531426,59343948586.4894
2018-12-09,518114,61656683797.12884
2018-12-10,600210,59452937061.82282
2018-12-11,635401,58395272773.26063
2018-12-12,616176,59627489561.96775
2018-12-13,638713,56799160023.821045
2018-12-14,701381,55735437225.00024
2018-12-15,594065,55499651896.21168
2018-12-16,539434,55684427860.850235
2018-12-17,682984,60984540763.57043
2018-12-18,656410,63785396911.68194
2018-12-19,701481,64458072015.1525
2018-12-20,641537,70914924965.58305
2018-12-21,656212,66935427169.69911
2018-12-22,551516,69138519234.73888
2018-12-23,520086,68758702225.0924
2018-12-24,583425,70464629644.18283
2018-12-25,481186,65615302891.153656
2018-12-26,536230,66426458891.30887
2018-12-27,624625,62557922646.83628
2018-12-28,644439,67723456212.58877
2018-12-29,572182,66719421375.7622
2018-12-30,514111,66767437066.61047
2018-12-31,557851,64362351163.81349
2019-01-01,433715,66480140226.79674
2019-01-02,578607,68060061857.88496
2019-01-03,598436,66080363535.854095
2019-01-04,580495,66840702441.17109
2019-01-05,519070,66343570783.85975
2019-01-06,498140,70671241074.1243
2019-01-07,613474,69892707335.84885
2019-01-08,607366,69754483224.10104
2019-01-09,619701,69965986980.18709
2019-01-10,634499,63397040767.49161
2019-01-11,623617,63338354100.47837
2019-01-12,521168,63219821366.344376
2019-01-13,477843,61332009010.65437
2019-01-14,604549,64105507741.0617
2019-01-15,621686,62614046151.3258
2019-01-16,639811,63069259783.03343
2019-01-17,619396,63654546163.77878
2019-01-18,606378,63123882957.88896
2019-01-19,519467,64491943106.93512
2019-01-20,518578,61893041071.17983
2019-01-21,604061,61852610462.07104
2019-01-22,594573,62587665112.30322
2019-01-23,685141,62149501274.10998
2019-01-24,619376,62431351929.49939
2019-01-25,629078,62328325177.423164
2019-01-26,585285,62259553751.56424
2019-01-27,487233,61925598671.30048
2019-01-28,650793,60136493366.52112
2019-01-29,607365,59455924094.6892
2019-01-30,622377,60198389711.43855
2019-01-31,632855,59718838093.35888
2019-02-01,654356,60337137182.80422
2019-02-02,560738,60639099131.682655
2019-02-03,518121,59788219917.06599
2019-02-04,610696,59765870504.42588
2019-02-05,645414,60036309266.96765
2019-02-06,686774,59010177291.22384
2019-02-07,645404,58866207389.197525
2019-02-08,691966,63318160367.38651
2019-02-09,561955,63478991740.72384
2019-02-10,501124,63849176538.51506
2019-02-11,709903,62954510736.379906
2019-02-12,809914,62912631290.854256
2019-02-13,758224,62712261903.432816
2019-02-14,617275,62470064348.19539
2019-02-15,621340,62529926712.27092
2019-02-16,587666,62882694505.140625
2019-02-17,526787,63556858700.69298
2019-02-18,693311,67834010393.17628
2019-02-19,713530,68355801176.126526
2019-02-20,690103,68997040402.63635
2019-02-21,643083,68312229780.10762
2019-02-22,728261,69303748259.26967
2019-02-23,581866,72152027336.08412
2019-02-24,558515,65909594991.648926
2019-02-25,679440,67107357151.379166
2019-02-26,702086,66661232142.14776
2019-02-27,668278,66724242474.8672
2019-02-28,688385,66618356465.697655
2019-03-01,727984,66936687246.14098
2019-03-02,616539,66925595316.4005
2019-03-03,553981,66453583651.365524
2019-03-04,687289,64980234897.7709
2019-03-05,701551,67481868718.64114
2019-03-06,734311,67696627871.991196
2019-03-07,689254,67772447204.17259
2019-03-08,698786,67486113914.75441
2019-03-09,604793,68743141713.30267
2019-03-10,525757,68636402814.046906
2019-03-11,749756,67722973399.36962
2019-03-12,696573,67859035802.77418
2019-03-13,720085,67743190817.63358
2019-03-14,735928,67782767281.89608
2019-03-15,715166,68636787012.15806
2019-03-16,602121,70190805974.94292
2019-03-17,548345,69799528647.5241
2019-03-18,720573,69847925359.80466
2019-03-19,739893,70326929804.44753
2019-03-20,745772,70941970703.6453
2019-03-21,705159,69991932308.15558
2019-03-22,726789,70133970901.15828
2019-03-23,566705,70104014183.65791
2019-03-24,569884,69915870923.64673
2019-03-25,715056,68823860548.32613
2019-03-26,688572,68998149814.37549
2019-03-27,778566,70929622723.5621
2019-03-28,765998,70653886033.99
2019-03-29,759323,72044617181.57042
2019-03-30,683748,72094536468.24364
2019-03-31,623888,72144407426.98993
2019-04-01,697929,72928511837.76434
2019-04-02,879271,86424523990.81316
2019-04-03,856707,87429243678.5721
2019-04-04,802957,86574903765.80414
2019-04-05,873077,88734657095.24023
2019-04-06,677458,88939665130.7974
2019-04-07,623548,91501063164.41447
2019-04-08,778923,93173850971.95097
2019-04-09,776284,91633263649.93097
2019-04-10,773468,93691843864.06364
2019-04-11,813510,89096740025.2539
2019-04-12,763723,89674280265.74158
2019-04-13,602847,89540456117.10837
2019-04-14,596510,90995377478.97458
2019-04-15,767910,88994562169.30713
2019-04-16,777026,91881692216.07066
2019-04-17,734917,92250564153.54715
2019-04-18,739768,93180899416.67137
2019-04-19,798377,93393056304.89935
2019-04-20,689643,93825862417.04706
2019-04-21,673424,93514542764.35902
2019-04-22,646342,95078673811.43846
2019-04-23,714325,97931104712.61537
2019-04-24,875920,95947917278.75012
2019-04-25,751975,90582486405.83148
2019-04-26,761966,90989528956.62265
2019-04-27,619281,91557451148.3728
2019-04-28,574359,90982423047.75708
2019-04-29,807672,90995226478.3827
2019-04-30,839425,93086646312.97389
2019-05-01,760187,93956247055.4643
2019-05-02,787748,95346643375.08401
2019-05-03,803354,100047725220.7183
2019-05-04,658798,102113257161.60284
2019-05-05,613917,101302705291.91556
2019-05-06,776590,100665077841.23518
2019-05-07,754405,103045294021.27487
2019-05-08,839633,104932468929.86992
2019-05-09,831454,108806392500.6892
2019-05-10,775704,112484221628.55666
2019-05-11,773667,129616460917.03906
2019-05-12,819732,122862594419.89807
2019-05-13,882729,138032382814.82886
2019-05-14,896277,140820072137.78308
2019-05-15,879106,145431381731.40326
2019-05-16,882945,139194281165.00555
2019-05-17,903650,129733515296.03601
2019-05-18,845558,128881004230.61995
2019-05-19,750954,145574664069.06134
2019-05-20,836865,141364972111.36508
2019-05-21,888770,141427517230.11682
2019-05-22,862194,135847466322.5975
2019-05-23,825753,139930198596.70413
2019-05-24,862849,141533553660.64322
2019-05-25,701431,142867668845.3807
2019-05-26,670124,154758245306.18896
2019-05-27,884928,156287836455.3835
2019-05-28,944118,154574557917.51138
2019-05-29,887870,153465206972.5428
2019-05-30,862822,146675645809.65082
2019-05-31,766989,151734802083.51236
2019-06-01,850116,151725858432.60034
2019-06-02,690143,155101923701.62543
2019-06-03,727530,144986880726.59973
2019-06-04,911280,135715984982.11952
2019-06-05,874396,138367954899.15903
2019-06-06,812486,137995871311.06766
2019-06-07,864227,142398874425.0517
2019-06-08,617675,140917883639.34723
2019-06-09,580387,135505562736.99757
2019-06-10,809202,141897744724.65903
2019-06-11,835542,140654723194.9171
2019-06-12,795814,144649767681.24728
2019-06-13,892695,146192657169.59818
2019-06-14,1041358,154472258474.2654
2019-06-15,860753,157198156055.2938
2019-06-16,689588,160213273127.5239
2019-06-17,805931,165931690523.78323
2019-06-18,950212,160737284620.87216
2019-06-19,892254,164984922415.72525
2019-06-20,839162,169651581216.84033
2019-06-21,842659,179207044545.61118
2019-06-22,848072,189921423980.1243
2019-06-23,875010,191885576856.18994
2019-06-24,978017,195639033390.66058
2019-06-25,911584,208497571410.0503
2019-06-26,1035885,228743908514.98798
2019-06-27,891448,197579198121.07367
2019-06-28,1008973,219806390394.21698
2019-06-29,846946,212471408601.2014
2019-06-30,675915,192893862979.7983
2019-07-01,836709,188054836533.45312
2019-07-02,894242,191572815076.09033
2019-07-03,883931,212701280671.49295
2019-07-04,814107,198932256881.8442
2019-07-05,837154,195779255924.42007
2019-07-06,654703,199539253818.18243
2019-07-07,614084,203975542702.92023
2019-07-08,834590,219376353956.16107
2019-07-09,815561,224021230975.77808
2019-07-10,802293,215629126479.17892
2019-07-11,778056,201183259641.46622
2019-07-12,899488,210445706655.5204
2019-07-13,645726,202155589033.93982
2019-07-14,592612,183222223011.25134
2019-07-15,757007,194704461534.61334
2019-07-16,794106,168791758444.1852
2019-07-17,739298,172438862979.07385
2019-07-18,740918,190367634570.60638
2019-07-19,732618,187750651266.95526
2019-07-20,702633,193665325162.42917
2019-07-21,558672,188818886061.12646
2019-07-22,708667,184004626629.38916
2019-07-23,702928,175963591454.6841
2019-07-24,733358,174663348864.64615
2019-07-25,764542,176543962471.52698
2019-07-26,750605,175485365597.11102
2019-07-27,587410,168545324729.98972
2019-07-28,521206,170049120676.19733
2019-07-29,738306,169611741059.691
2019-07-30,737831,171144789262.24026
2019-07-31,786236,179552893039.96875
2019-08-01,752575,185663600899.7117
2019-08-02,775949,187995636118.57108
2019-08-03,612854,193031076581.09784
2019-08-04,583300,196198228092.13147
2019-08-05,807955,210568558007.9181
2019-08-06,850550,204045416188.3736
2019-08-07,819832,213781188501.16107
2019-08-08,815367,213283632611.24994
2019-08-09,749568,211878077389.7985
2019-08-10,596821,201989948339.88333
2019-08-11,550565,206058769073.22626
2019-08-12,660039,203477450140.01294
2019-08-13,873566,194247026152.71283
2019-08-14,750768,179203376208.94946
2019-08-15,701215,184331110834.93027
2019-08-16,706459,185480750975.0089
2019-08-17,565674,182525936050.27747
2019-08-18,526730,184762356323.27872
2019-08-19,711022,194679955535.78107
2019-08-20,743636,192675218123.9637
2019-08-21,784357,180626030877.01556
2019-08-22,808723,181053252826.25583
2019-08-23,791057,186340852608.82037
2019-08-24,700721,181582680924.55017
