date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2013-05-11,14213,626,3835781,6127.445686900961,2.02955776,58781998.51530552,28962959.173729613,559.735064319281,0.0580046767407832,0.19416170172481437,0.001,0.00334734563891292,404.35060156,1353.5012227236814,0.0174181876862619,31300.0,65.0569072465329,104771.91849797439,31300.0,104771.91849797439,39.83939584,,0.02898140331218921,3.3473456389129197,,7.66563030887654,17560779.45222158,6971,14695,440789.30114953,1475474.144882353,365.574400237614,1223.7038743335836,5.24227959,17.54772172354871,5372115.81149174,17982328.43333202,,0.26030755100067765,
2013-05-12,13950,615,3512997,5712.19024390244,1.99431156,57911015.265608236,29038098.42588833,596.887353731455,0.0547888271770473,0.1803638856787443,0.00543453,0.017890380176787925,380.0153053,1251.0039110677706,0.0182479302448917,30750.0,63.8020135229492,101228.47613983703,30750.0,101228.47613983703,52.12865826,,0.02865442491295562,3.29198296389714,,161.6020521347277,17591529.45222158,6936,14541,337463.69157626,1110924.723602887,175.187039077291,576.7127481380245,5.11398875,16.835163842561627,2547394.73522289,8385980.070675021,,0.19622345627405,
2013-05-13,13577,577,3523884,6107.251299826689,1.9853487,58005988.97411667,29217028.1959613,596.887353731457,0.053425925119915,0.17587723532520447,0.0,0.0,351.96999469,1158.6792263224468,0.0171204158557764,28850.0,59.7617663601015,94973.7085084325,28850.0,94973.7085084325,64.45208344,,0.02803967632864242,3.29198296389714,,17.064358975035667,17620379.45222158,6588,13756,273387.27487435,899986.2514326248,156.164921924657,514.0922625342978,5.056695735,16.646556213231325,2148204.66599558,7071853.163421794,,0.1313099051115201,
2013-05-14,14433,591,4348058,7357.120135363791,1.97237719,58103267.070699826,29458496.72152764,599.953935579139,0.0565094589523151,0.18602817617006606,0.01,0.0329198296389714,408.84593552,1345.9138545904284,0.0176259082946709,29550.0,61.10930941223911,97278.09658316048,29550.0,97278.09658316048,34.42588102,,0.030519312776088124,3.29198296389714,,50.28407573017898,17649929.45222158,7235,15033,512693.6167877,1687778.652163917,153.977758802977,506.89215879846296,5.15135889,16.958185706800077,2314747.64808515,7620109.823217285,,0.12218143312328025,
2013-05-15,13313,558,3318555,5947.231182795699,1.66316948,48726423.952146366,29297329.259058133,605.517591217068,0.0565192251335175,0.15578720977854477,0.01,0.0275635784833431,368.27927097,1015.1094589169977,0.0167960470404855,27900.0,57.606054111582296,76902.38396852724,27900.0,76902.38396852724,39.57171539,,0.02529073724942121,2.75635784833431,,47.16984457956423,17677829.45222158,6516,13537,446728.91427232,1231344.7489323744,170.95768585369302,471.2205591358981,5.28314969,14.562251111956476,2314254.19340144,6378912.709022649,,0.12324259770414504,
2013-05-16,14544,570,3798099,6663.331578947371,1.24852778,36388371.63740727,29145023.6624682,605.517591217068,0.0626738708695064,0.12880140467895398,0.1,0.20551053077147896,463.47327508,952.4863876008649,0.0171572523531841,28500.0,58.7501776021389,58570.50126987152,28500.0,58570.50126987152,46.01969006,,0.018200000000000032,2.0551053077147903,,9.727961815188806,17706329.45222158,7395,15388,384755.51293194,790713.0967989566,143.352110411018,294.6036829777996,5.90759905,12.140738163505857,2205902.27500474,4533361.473662372,,0.13536087590592294,
2013-05-17,13214,534,3467267,6493.009363295881,1.97011805,57757270.52818322,29316654.70945624,605.517591217068,0.0582318168808989,0.18966363361655336,0.1,0.325704475277615,388.69737768,1266.0047543904934,0.0160736364150882,26700.0,54.9567688152635,86963.0948991232,26700.0,86963.0948991232,73.48213333,,0.02777043455031318,3.25704475277615,,31.452246976413104,17733029.45222158,6675,13798,241324.36891441,786004.2694896946,153.173816259593,498.89397451100547,5.15029221,16.77473221784438,2113492.31674987,6883739.060302873,,0.15118892278916074,
2013-05-18,11868,551,3141014,5700.569872958261,1.67543769,49241097.51963731,29389990.327516675,596.305944142515,0.0528744261777226,0.1465942283905687,0.001,0.00277249776475745,298.10601479,826.4982596660263,0.0163330336250565,27550.0,56.6184463838187,76382.31341906774,27550.0,76382.31341906774,61.53418153,,0.023461967149700485,2.7724977647574502,,26.14352162062428,17760554.45222158,5638,11838,288629.08406039,800223.4904014214,152.832547388398,423.72789601652045,5.113892385,14.17825520662264,1809231.69598386,5016090.833043582,,0.15258236840245906,
2013-05-19,11897,543,2929629,5395.26519337017,1.8467303,54453391.39553049,29486380.002909884,593.046786455199,0.0493617594317777,0.15111085376589467,0.01,0.0306129391466978,277.11691745,848.3363330417326,0.0160079200021166,27150.0,55.7112359642468,83114.12978328452,27150.0,83114.12978328452,69.14161319,,0.02615733076420012,3.0612939146697795,,3.11234780485084,17787704.45222158,5614,11745,257264.81681137,787563.2181632826,145.191496486908,444.47384465717005,5.12416264,15.686567907610234,1705274.12623873,5220345.30549845,,0.1433984950022266,
2013-05-20,13370,548,3319100,6056.751824817521,1.84239522,54537270.84879243,29601287.662178166,593.046786455199,0.0576496456337372,0.1764825093614289,0.01,0.0306129391466978,371.14841859,1136.1943952688791,0.016155322580405,27400.0,56.137756737950795,83879.45326195197,27400.0,83879.45326195197,54.93386532,,0.025983104255767255,3.0612939146697795,,-0.42827845337536297,17815104.45222158,6438,13492,324300.94528907,992780.5103350873,121.51556953164601,371.99487354486035,5.03928146,15.426721667806243,1639488.06412097,5018954.833867265,,0.143255324385702,
2013-05-21,12700,538,3113191,5786.60037174721,1.84932947,54619619.65509705,29534823.540346324,591.748459382832,0.0575488229813463,0.1761738615892038,0.01,0.0306129391466978,354.78849368,1086.1118566974417,0.0158257948022351,26900.0,55.0302519332544,82348.80630461709,26900.0,82348.80630461709,43.15986162,,0.02610866208268325,3.0612939146697795,,-0.42827845337536297,17842004.45222158,6165,13053,413393.45819693,1265518.8779425584,154.092037266274,471.7210159823135,5.01928573,15.365508861237865,2011363.36243667,6157374.421617123,,0.143255324385702,
2013-05-22,11302,558,2613484,4683.66308243728,1.84783477,54705029.755316325,29604935.885646805,558.121788208541,0.0525370968271212,0.16083149481128314,0.01,0.0306129391466978,280.49555996,858.6793507974404,0.0154813665945338,27900.0,56.9868743687322,85410.10021928686,27900.0,85410.10021928686,68.70583754,,0.02572987819939864,3.0612939146697795,,-0.9579301216636568,17869904.45222158,5339,11409,260092.95706004,796220.9866963688,176.359740285782,539.8889997296072,5.08619345,15.570333057318294,2012088.27692049,6159593.597915099,,0.14325160292915792,
2013-05-23,12420,619,3312072,5350.6817447496005,1.82140317,54085315.22075064,29694312.69703017,558.1217882085421,0.0559645161686787,0.16909016864187376,0.01,0.0302138176504968,333.77237443,1008.4537657801363,0.0171737740537929,30950.0,63.1073227825615,93511.7656282876,30950.0,93511.7656282876,63.24692696,,0.024419911371454942,3.0213817650496804,,-11.7431738525347,17900854.45222158,5964,12626,283031.21292709,855145.345677803,176.327635246196,532.7531018071879,5.115115555,15.454716863998973,2226312.72261847,6726540.663417551,,0.14194778324333118,
2013-05-24,12583,656,3250145,4954.48932926829,1.72749637,51373791.31658446,29738870.771891605,558.1217882085421,0.058317119905000006,0.16705861984405854,0.01,0.028646582704393,349.90271943,1002.3517190643513,0.0182003162831796,32800.0,66.7571692389928,93960.79127040904,32800.0,93960.79127040904,55.51360906,,0.02221163268462846,2.8646582704392998,,-23.551732272343866,17933654.37222158,6000,12766,323049.69311779,925426.9751527548,197.27041052043302,565.1123130103143,5.334247395,15.280795916656038,2518354.06070385,7214223.787889681,,0.14106885899078084,
2013-05-25,10931,627,2856020,4555.05582137161,1.72650663,51463598.35336273,29807935.495591324,585.896449720433,0.0574744962306921,0.1646447909665845,0.01,0.028646582704393,286.51036371,820.7542829684235,0.0182614191976347,31350.0,63.6946686063343,89807.03677827206,31350.0,89807.03677827206,76.12193358,,0.02223338239453805,2.8646582704392998,,-38.66324376670095,17965004.37222158,4985,10746,236002.99581624,676067.9338134434,175.79111122473302,503.5814606396464,5.31358549,15.221606619614759,1889051.28122098,5411486.376033637,,0.13429881799474394,
2013-05-26,11423,570,3228002,5663.1614035087705,1.89370035,56679538.77249798,29930574.141360845,595.653496760172,0.0574135777213492,0.18085276982225,0.01,0.0315,299.58404855,943.6897529325,0.0168777546799745,28500.0,57.8125293706511,89775.0,28500.0,89775.0,47.04692573,,0.02420124350696334,3.15,,-32.553636805948656,17993504.37222158,5218,11513,382458.66424042,1204744.792357323,172.083633107633,542.063444289044,5.17022072,16.286195268,1981198.86796818,6240776.434099767,,0.13580650120277352,
2013-05-27,10660,560,2751346,4913.11785714286,1.88942389,56767738.77249798,30044998.979607623,595.653496760172,0.0492146257756318,0.15502607119324016,0.001,0.00315,239.52758365,754.5118884975,0.0165816537206767,28000.0,56.7100270261186,88200.0,28000.0,88200.0,64.60844373,,0.024922284818880064,3.15,,-32.553636805948656,18021504.37222158,4867,10517,278934.19699829,878642.7205446134,172.355371926239,542.9194215676529,5.17305,16.2951075,1812661.44654826,5709883.556627018,,0.13580650120277352,
2013-05-28,11250,583,2964106,5084.2298456260705,1.82501748,55054495.83527582,30166558.11431065,597.499541380549,0.0492108890980239,0.1500932117489729,0.01,0.0305,251.51685418,767.126405249,0.0173161863071689,29150.0,58.943846470040796,88907.5,29150.0,88907.5,63.27735451,,0.02422469166878321,3.05,,-34.6947911930614,18050654.37222158,5111,11016,285262.46888101,870050.5300870804,164.129938271796,500.5963117289778,5.16256029,15.7458088845,1808055.40000211,5514568.970006436,,0.13582669009856452,
2013-05-29,11087,589,2950287,5008.97623089983,1.83073533,55487840.31834802,30309045.488058057,602.338242186752,0.052303121042524,0.16051827847950617,0.01,0.03069,266.90282668,819.1247750809199,0.0176360714957036,29450.0,59.45347315867951,90382.05,29450.0,90382.05,59.38465903,,0.02368698679354581,3.069,,-34.287971859509966,18080104.37222158,5103,11000,304457.49235959,934380.0440515815,165.35081107733,507.46163919632573,5.30691416,16.28691955704,1818858.92185063,5582078.0311595835,,0.13585381258081164,
2013-05-30,11259,614,2888087,4703.724755700329,1.77901553,54056841.85507705,30385817.90042399,602.338242186752,0.0541104252049808,0.16150793956468648,0.01,0.0298478415116612,282.45641957,843.0714445276642,0.0183846314063871,30700.0,61.87190678944679,91632.87344079986,30700.0,91632.87344079986,67.75809792,,0.02359269433080062,2.9847841511661204,,-31.385018280034892,18110804.37222158,5220,11148,267286.19792232,797791.6073839912,181.97447719372397,543.154535444568,5.242424099999999,15.647504367371308,2028651.47175563,6055086.761136028,,0.13545643373964367,
2013-05-31,11123,600,2712205,4520.341666666671,1.75348933,53521596.28070526,30522909.661960635,602.338242186752,0.0482492610806547,0.14235187257492588,0.0,0.0,244.67200294,721.8663458274493,0.0179654378564044,30000.0,60.361160262371705,88510.2917971947,30000.0,88510.2917971947,41.76162067,,0.023082648298384467,2.9503430599064906,,-32.17675889761754,18140804.37222158,5071,10984,434389.37670701,1281597.6828646332,193.065372877121,569.6090829762725,5.52377138,16.297020555493095,2120630.0556823,6256586.167411384,,0.1354359109512188,0.2547366561934338
2013-06-01,9523,568,2747253,4836.71302816901,1.6998967,51292350.58373657,30173804.500555802,621.263249884784,0.0529415910056259,0.14945611214946827,0.01,0.0282303779147072,225.84882723,637.5797744296312,0.0175416369604435,28400.0,57.052580771496494,80174.27327776844,28400.0,80174.27327776844,35.52518957,,0.021919501206181486,2.8230377914707203,,-13.12863021042728,18169204.37222158,4266,9258,511445.66973628,1443830.4539495716,208.326892386146,588.1146901857439,5.560796475,15.698338599602163,1928690.36971094,5444765.801739617,,0.12501103224897495,0.20975287279723367
2013-06-02,9882,567,2592974,4573.146384479721,1.59721574,48292947.05417319,30235706.92496,623.170421203192,0.0484755162916391,0.1286450637163307,0.0,0.0,219.73951535,583.1480738261271,0.017564508799046002,28350.0,56.86341026020371,75235.66194563694,28350.0,75235.66194563694,53.41560106,,0.0216414128624284,2.65381523617767,,-4.517733932929378,18197554.37222158,4533,9637,340678.64093386,904098.1679505791,178.163193967131,472.81219867604995,6.68685202,17.74566977274143,1716958.70026124,4556491.158641087,,0.12221757562501875,0.20986374499631985
2013-06-03,9981,561,2454824,4375.80035650624,1.69005617,51314852.57578169,30362808.867216364,623.170421203192,0.0546154002238639,0.15377164749205374,0.01,0.0281553640295149,243.96699280000004,686.8979493470041,0.0173786409810667,28050.0,56.1750918702293,78975.7961027893,28050.0,78975.7961027893,52.69982505,,0.02289999999999996,2.81553640295149,,1.3008713957579423,18225604.37222158,4467,9587,345838.04318102,973719.600101671,191.66900679943,539.6510659613517,5.61560679,15.810945341906564,1837530.76818614,5173634.769371495,,0.1227194531548589,0.208925242617192
2013-06-04,10279,539,2951561,5475.99443413729,1.69630855,51654728.87338707,30451257.70195841,617.417478325105,0.0547783932138932,0.15502285279531774,0.01,0.0283,249.18691073,705.1989573659,0.0165429822443354,26950.0,53.892456909869395,76268.5,26950.0,76268.5,55.12643623,,0.02354605820987074,2.83,,1.821260683921732,18252554.37222158,4549,9793,331103.47087048,937022.8225634585,170.46426682142499,482.4138751046328,5.28850396,14.9664662068,1669356.56498221,4724279.078899655,,0.12272239848636818,0.20350767242952247
2013-06-05,10321,602,3198091,5312.44352159468,1.67830399,51191432.24222042,30501883.268981323,604.602539698456,0.059453823036927006,0.1664707045033956,0.01,0.027999999999999997,280.14641415,784.40995962,0.0180930830708358,30100.0,60.0924776912741,84280.0,30100.0,84280.0,53.75261173,,0.023165398892567586,2.8,,0.7418833621840365,18282654.37222158,4712,10077,340125.88008867,952352.464248276,186.64610733747799,522.6091005449383,5.63822499,15.787029972000001,1880832.82363977,5266331.9061913565,,0.12273962362169458,0.20350825320347948
2013-06-06,9840,587,2645955,4507.58943781942,1.68306875,51456732.28594264,30573161.184923615,604.602539698456,0.0502651560943438,0.14124508862510607,0.01,0.0281,224.83604321,631.7892814201,0.0176422587418282,29350.0,58.5012420390786,82473.5,29350.0,82473.5,71.93509104,,0.023602739716933118,2.81,,-17.853876689431626,18312004.37222158,4473,9858,254562.88589721,715321.7093711601,156.601924354977,440.05140743748535,5.4063666,15.191890145999999,1543781.77029136,4338026.774518722,,0.11633804349353,0.20351018788600508
2013-06-07,10628,658,3363634,5111.90577507599,1.77570956,54417494.3481008,30645492.706164114,604.602539698458,0.0637383912282853,0.18907068042486846,0.1,0.29663547632963205,311.87194828,925.1228393188817,0.0197761605657973,32900.0,65.4595945693098,97593.07171244893,32900.0,97593.07171244893,74.22556324,,0.026918473950750258,2.96635476329632,,-8.175635281317293,18344904.33222158,4893,10720,247150.759553,733136.832852345,236.02143341797,700.1233032594205,5.3882376,15.983424270532332,2530149.76624064,7505321.810940994,,0.11644230791370486,0.20283614889495644
