date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2013-08-06,10252,592,2987388,5046.26351351351,1.37063933,52764250.67825823,38496086.912165955,838.4194563052299,0.0151637574584631,0.03981177092249245,0.0001,0.000262545553313852,58.41079373,153.35494159344128,0.024673409883511,29600.0,53.75878784481,77713.48378090019,29600.0,77713.48378090019,50.79447134,54.59879434203877,0.02688054775215877,2.62545553313852,,7.974703957824532,20097179.33222158,3852,9376,395656.82644106,1038779.4042037077,143.016386091892,375.4831621944328,5.067782695,13.305238117331394,1340921.63599758,3520530.128735002,,0.052345345571474966,0.07044072928350532
2013-08-07,10914,610,3069312,5031.65901639344,1.42628927,55035982.44095739,38586830.52968425,838.4194563052299,0.0205660571465906,0.05623465782205289,0.0001,0.00027343431665692597,86.56253453,236.69167477302113,0.0254236149137529,30500.0,55.3094065950188,83397.46658036242,30500.0,83397.46658036242,57.27323949,57.097807981551455,0.028173360578627432,2.7343431665692597,,16.35007729753033,20127679.33222158,4209,10602,351432.52782882,960937.1309788955,132.182723268265,361.43292610709597,5.0,13.671715832846301,1401401.23209015,3831911.882587442,,0.05231979137941733,0.06746659142280048
2013-08-08,9736,584,2457073,4207.3167808219205,1.35680301,52206317.47045389,38477448.201321736,838.419456305231,0.0149091702384655,0.03861475091762565,0.0001,0.000259,57.51957878,148.9757090402,0.0243399854256257,29200.0,52.8752483176439,75628.0,29200.0,75628.0,24.64547527,53.63962822056461,0.027477986062394908,2.59,,10.30330713165873,20156879.33222158,3858,9672,817873.42749298,2118292.1772068185,187.870457151226,486.58448402167534,5.058368075,13.10117331425,1817083.06156666,4706245.12945765,,0.0534234294489996,0.06737274316322188
2013-08-09,8951,579,2369235,4091.94300518135,1.26811333,48901476.68030173,38562386.75330921,865.229959106976,0.0158830548385236,0.03847772727168569,0.0,0.0,55.08243418,133.4407581782064,0.024903261629569,28950.0,52.347366194822904,70133.24677400949,28950.0,70133.24677400949,67.40211339,50.6779389998909,0.026197598264517792,2.4225646554062004,,-11.132395632224718,20185829.33222158,3468,8817,299483.62620565,725518.4477186898,55.4440480801157,134.31679123153026,5.01909461,12.159081204325764,488850.17192238,1184271.148288402,,0.04727519215817782,0.06772059479886658
2013-08-10,10001,509,3041677,5975.789783889979,1.21572478,46891305.457549736,38570658.53114883,867.764033095798,0.0243467359863114,0.05648579762135021,0.0,0.0,99.60249692,231.0833980689438,0.0219566230865843,25450.0,45.9607224624852,59045.432220220886,25450.0,59045.432220220886,48.82089921,48.679074108987905,0.024868345173899038,2.32005627584365,,-13.550216394903119,20211279.33222158,4091,10741,413988.26442516,960476.0710052128,48.0535294724346,111.4868926289597,4.00157588,9.283881233658576,516142.96006342,1197480.7137276556,,0.04777652709841265,0.06794026633637258
2013-08-11,9300,590,2362712,4004.59661016949,1.25775439,48577870.39733179,38622700.07292244,867.764033095798,0.0103191125502975,0.024765870120714,0.0,0.0,36.41614819,87.398755656,0.0254507025954513,29500.0,53.1970623426494,70800.0,29500.0,70800.0,80.96863753,50.60507131050185,0.02545843416351992,2.4,,-9.912218486603736,20240779.33222158,3529,8749,249982.95573594,599959.093766256,37.4376316763013,89.85031602312313,5.03089575,12.0741498,327541.83953596,786100.4148863041,,0.048292406547815005,0.06782896048655025
2013-08-12,9379,622,2181828,3507.76205787781,1.211056,46828041.25743185,38667114.752245516,861.62569469556,0.00940266033960146,0.021720145384479368,0.0,0.0,33.50167879,77.3888780049,0.0266412835651489,31100.0,55.99628832615,71841.0,31100.0,71841.0,73.46958476,49.382621076026716,0.02420204729611464,2.31,,-10.482578600501354,20271879.33222158,3563,8853,275922.06214504,637379.9635550424,42.821475330773794,98.91760801408749,5.05827898,11.6846244438,379098.52110334,875717.5837487155,,0.04843487086903518,0.06795386767405212
2013-08-13,9839,612,2613115,4269.79575163399,1.29946056,50350148.74390952,38746961.73824787,851.447595125926,0.0104986780069186,0.02603672145715813,0.0,0.0,39.45403195,97.845999236,0.0259033219918762,30600.0,55.0129854449547,75888.0,30600.0,75888.0,114.35914277,53.593632082954656,0.025368488785825018,2.48,,-9.726465044187119,20302479.33222158,3758,9220,177532.62957497,440280.9213459256,29.346808588516303,72.78008529952042,5.046540695,12.515420923599999,270577.57518612,671032.3864615776,,0.048854362635101886,0.06834693752087745
2013-08-14,11171,612,3092960,5053.85620915033,1.22877847,48635064.295020215,39580010.11126391,851.447595125926,0.0161807194312562,0.03870295871180505,0.0,0.0,65.43482938,156.51476503053925,0.0259033219918762,30600.0,54.9301943769069,73192.69959613218,30600.0,73192.69959613218,32.10964695,51.328590094048316,0.02413122697000113,2.3919182874553,,-18.783488921796827,20333079.33222158,4044,9675,633238.95662286,1514655.8406753321,83.81987321924241,200.49028760529066,5.03326016,12.03914702222419,810957.27339617,1939743.5325811866,,0.04719389304013175,0.06821959098419814
2013-08-15,10280,610,2689121,4408.39508196721,1.23771299,49076226.19065401,39650732.119580574,856.7148095780619,0.0147198152684049,0.03547475479685581,0.0001,0.000241,57.58391733,138.7772407653,0.0259783897496916,30500.0,54.6686798935435,73505.0,30500.0,73505.0,93.23438341,51.95235550223305,0.024565182724721163,2.41,,-16.985222474607752,20363579.33222158,3912,9534,218412.76348811,526374.7600063451,30.2350916796444,72.86657094794302,5.053397445,12.17868784245,288261.36407373,694709.8874176893,,0.04724428842937102,0.0681683040072909
2013-08-16,8950,530,1850978,3492.41132075472,1.15624936,48613559.61998,42044182.905309565,913.2360723529131,0.009806999189106491,0.023381622602092148,0.0001,0.00023841770710111002,32.04927335,76.41114266363711,0.0240605220378486,26500.0,47.4372847815014,63180.69238179415,26500.0,63180.69238179415,15.00088945,50.02652716593325,0.024256320873998528,2.3841770710111003,,-15.454713793932624,20390079.33222158,3268,8215,1359258.02281832,3240711.81159132,176.641493839598,421.14459940151806,5.04568489,12.029806222285163,1451109.8718923,3459702.884083477,,0.04705715536431388,0.06818561402029781
2013-08-17,8418,548,1720309,3139.25,1.28718919,54235549.95582886,42134870.481967404,913.2360723529131,0.0103307038943117,0.027441752139041053,0.0001,0.0002656329367271,30.69252127,81.5294456050908,0.0248776718429077,27400.0,48.9825400935612,72783.4246632254,27400.0,72783.4246632254,153.66360627,56.09065893766101,0.02666180788414784,2.656329367271,,3.7094671719064536,20417479.33222158,2971,7567,132871.27529731,352949.87063899427,23.277675607436198,61.833173317840576,5.00908694,13.305784741935629,176142.17132147,467891.6224961004,,0.04825884791384237,0.06718984426870782
2013-08-18,9720,537,2500190,4655.8472998137795,1.16911943,49291649.00582125,42161346.22617862,913.2360723529131,0.0118293115454805,0.028520684792596843,0.0001,0.00024110181461484503,41.48539559,100.02204156763688,0.0243783025175938,26850.0,47.9362753394614,64735.837224085866,26850.0,64735.837224085866,116.19436959,51.31290398299539,0.024309999999999974,2.41101814614845,,-13.868486403483615,20444329.33222158,3507,8632,175949.39758845,424217.1903896414,40.242520251725004,97.02544657365546,5.03459188,12.13849238113164,347373.43481289,837523.6548237937,,0.04854409680910561,0.06794873202015758
2013-08-19,9825,609,2358382,3872.54844006568,1.16144914,49026984.759855,42211908.45516847,893.8998363473911,0.0113283649661458,0.027125839430917235,0.0001,0.000239450613676213,43.50092147,104.16322341472248,0.0270615251490068,30450.0,54.282636309097,72912.71186440684,30450.0,72912.71186440684,105.18656117,51.513719699695365,0.023296484383096297,2.39450613676213,,-14.451370605140053,20474779.33222158,3840,9283,194652.0458953,466095.51842959964,28.2098277437035,67.54860564930061,5.02283715,12.027214379631808,261871.8309448,627053.7062424585,,0.048536317214670464,0.06740941631870258
2013-08-20,10616,618,2802234,4534.35922330097,1.1904108999999998,50330372.91795087,42279831.88369719,867.944658016917,0.0169725472972973,0.04165844110798277,0.01,0.0245446015723382,71.5902045,175.7153045934713,0.0266640815176957,30900.0,55.0018354294536,75842.81885852502,30900.0,75842.81885852502,108.64758722,53.08959842996336,0.023487609585038125,2.45446015723382,,-7.877940260810996,20505679.33222158,4218,10166,188735.70833339,463244.2763516088,24.9870833066142,61.32980042156686,5.010537275,12.298164107822416,254018.68889504,623478.7510856488,,0.04809696005975339,0.06401844087136556
2013-08-21,11129,655,2471627,3773.47633587786,1.15551389,48836548.701457284,42263921.92961327,867.944658016916,0.0115274170129585,0.027410044519429744,0.01,0.023778132159717004,52.48432966,124.79793269696349,0.0282604747477195,32750.0,58.20187029222551,77873.38282307316,32750.0,77873.38282307316,64.75080851,51.574883946777135,0.021460097468810387,2.3778132159717003,,-9.273560385992953,20538429.33222158,4553,10872,317191.85913328,754222.9946457471,52.18855978250179,124.09464717336198,5.034587825,11.971309467255216,567394.02195536,1349157.0040687919,,0.048327373211906346,0.06347028151324853
2013-08-22,9918,666,2005781,3011.68318318318,1.14646447,48521296.883179255,42322547.41411622,898.352072302687,0.00807189899694501,0.019038701186309532,0.002,0.00471727933997072,31.70641926,74.78401825982385,0.0297417776085111,33300.0,59.083511180376796,78542.70101051248,33300.0,78542.70101051248,127.19419738,51.57112428192482,0.02153552222263235,2.35863966998536,,-13.130618568216814,20571729.33222158,3928,9547,161734.80988394,381474.1386098013,25.4151903793757,59.9452762490258,5.06414543,11.944494305773068,242638.8225519,572297.55234945,,0.047778901846908334,0.06261803946998834
2013-08-23,10177,587,2246345,3826.82282793867,1.20159717,50958193.46147352,42408716.33105463,978.607706729049,0.00926945039990364,0.02292862617256301,0.002,0.0049471382192845794,38.47748861,95.17672724230903,0.02855570268936,29350.0,52.000916200756905,72599.25336800123,29350.0,72599.25336800123,114.65902109999999,54.309757404041775,0.022967733375933545,2.4735691096422903,,-12.90249613935599,20601079.33222158,4151,10044,179672.55550565,444432.4831492656,37.222182493792296,92.07164081011261,5.021046175,12.419904716567578,373859.60096765,924767.5602967717,,0.04787517363208475,0.06227113539797863
2013-08-24,9990,619,2332528,3768.2197092084,1.20270719,51095801.82175794,42483991.43542404,978.607706729052,0.0192525707699465,0.047679533834524265,0.006,0.014859169013091781,82.76680174,204.97431595461984,0.0301124019841804,30950.0,54.7534603508806,76648.5468258651,30950.0,76648.5468258651,86.36759219,54.854699773528225,0.0227449240005504,2.47652816884863,,-10.240877583910944,20632029.33222158,4299,11181,238886.23972045,591608.501818021,40.4052734476415,100.06479786311574,3.02512892,7.491816984778636,451771.36241808,1118824.5049074984,,0.04766326910013163,0.06032633731128888
2013-08-25,10576,516,2894253,5609.01744186046,1.12209952,47513007.46410963,42342953.38221296,978.6077067290461,0.0150524321963959,0.03462059405171057,0.006,0.0138,57.63576288,132.562254624,0.0251017761289773,25800.0,45.585622034894,59340.0,25800.0,59340.0,66.57638689999999,51.10891595590811,0.02033912152836235,2.3,,-12.561476474613867,20657829.33222158,3829,9445,310287.63038556,713661.549886788,46.1839446165611,106.22307261809051,5.00116373,11.502676579000001,436207.35690342,1003276.920877866,,0.04872801193572148,0.059425183783601385
2013-08-26,9739,532,2282944,4291.24812030075,1.20928873,51297384.74390952,42419468.09467761,971.3521992417801,0.0158914801315405,0.03941087072622044,0.006,0.01488,54.36475353,134.8245887544,0.0256882476161699,26600.0,46.938689214285496,65968.0,26600.0,65968.0,103.74067797,55.428515921986325,0.02211952995665217,2.48,,-5.718461590018428,20684429.33222158,3421,8519,199385.90857202,494477.0532586096,38.7805251794225,96.1757024449678,5.00848333,12.421038658399999,330371.29400349996,819320.80912868,,0.050861793783821184,0.06027870093221011
2013-08-27,10719,535,3638163,6800.304672897199,1.13173741,48052007.16868729,42458618.86497092,969.4392269589149,0.0167755224482156,0.038920889632105014,0.006,0.013920600000000002,67.21951845,155.956004755845,0.025782230668492,26750.0,47.1424144583113,62062.675,26750.0,62062.675,87.52875438,52.16313821316082,0.019701971147498658,2.3201,,-18.54729805288261,20711179.33222158,4007,9573,236621.4334738,548985.3878025635,36.925871593522395,85.67171468413133,5.02426964,11.656807991764,353491.36876479,820135.3246711891,,0.04977084499354832,0.05760281328791775
2013-08-28,9364,537,1968594,3665.91061452514,1.16610457,49565963.9069428,42505591.03601833,969.4392269589149,0.0120616077280768,0.02882844863087636,0.006,0.0143406,47.72778178,114.074171232378,0.0258786128392154,26850.0,47.2573832498777,64174.185,26850.0,64174.185,116.26735673,54.04879975845665,0.020200745702344942,2.3901,,-9.807547169811322,20738029.33222158,3957,9462,178365.01934002,426310.2327245818,42.473858499680794,101.51676920008707,5.0,11.9505,401887.64912398,960551.6701712244,,0.04862084905193381,0.057664483103690524
2013-08-29,9121,609,1975061,3243.12151067323,1.16558472,49638742.4519428,42586988.07738352,964.5428062682629,0.00907783477878538,0.021696932904774938,0.006,0.0143406,33.03424076,78.955138840476,0.0292001389280692,30450.0,53.514991744034994,72778.545,30450.0,72778.545,110.39906851,54.679335679755404,0.020112653373473947,2.3901,,-14.103904287508042,20768479.33222158,3639,8917,188121.87106812,449630.0840399136,28.317453838491602,67.68154641937876,5.03100707,12.024609998007,252506.73587783,603516.3494216015,,0.0476185208886391,0.05490110964697442
2013-08-30,9837,672,2371229,3528.6145833333294,1.17034424,49927070.60526501,42660158.51914822,934.7657362542129,0.0106299091583665,0.02551284497099544,0.006,0.0144006,42.68971518,102.459585403518,0.0312261309627027,33600.0,58.955644789814606,80643.36,33600.0,80643.36,94.73264429,55.62107000920879,0.019218422585877862,2.4001,,-13.55483735725374,20802079.33222158,4016,9751,219587.23402181,527031.3203757461,30.219146572502304,72.52897368866277,5.04233358,12.102104825358,294666.89822847,707230.022438151,,0.047645970918786335,0.05488940417897218
2013-08-31,9757,706,2385663,3379.12606232295,1.1749583000000001,50218084.19065401,42740312.02806811,934.765736254211,0.00869908161356629,0.02096478668869476,0.006,0.014459999999999999,33.85682564,81.5949497924,0.0328060244935537,35300.0,61.8335914251762,85073.0,35300.0,85073.0,97.02121461,56.214212648080824,0.018772689985694868,2.41,,-12.124990405594776,20837379.33222158,3892,9596,214771.37156939,517599.0054822299,29.741226368435804,71.67635554793029,5.034353475,12.13279187475,285396.80823151,687806.307837939,,0.047651855404687284,0.0547226486613372
2013-09-01,9250,646,2001187,3097.81269349845,1.18405464,50698333.90593171,42817562.85195238,959.1459407368229,0.01041297179941,0.025296043740569617,0.006,0.01457569129804206,38.82997184,94.32894710858434,0.0308008945500122,32300.0,56.4910452735021,78465.80482112641,32300.0,78465.80482112641,106.67111678,57.10583422140154,0.01860999999999992,2.4292818830070098,,-9.015659812471526,20869679.33222158,3729,9295,195645.0814649,475277.05190211214,27.4351077394868,66.64761018988068,5.00638617,12.161923222117853,255009.32643853,619489.5367149416,,0.04750851460766428,0.053793912072015296
2013-09-02,8234,445,1914006,4301.13707865169,1.17417883,50349549.69065401,42880648.66926858,1102.31480110269,0.0119910008709372,0.02889831209895865,0.006,0.014459999999999999,37.99948176,91.5787510416,0.0243843828608981,22250.0,38.8726664294935,53622.5,22250.0,53622.5,126.20142611,57.09746569139104,0.0186006489862788,2.41,,-13.124522718250851,20891929.33222158,3169,7727,165544.32050248,398961.8124109768,28.9012934212825,69.65211714529082,5.00891405,12.0714828605,223320.29426625,538201.9091816625,,0.046864974345559335,0.053760788070997566
2013-09-03,8251,503,1961251,3899.10735586481,1.16826687,50194058.787757665,42964548.81846293,1102.31480110269,0.0105016796382429,0.02520055103104954,0.006,0.01439801168907072,36.57735018,87.7735192411455,0.0275625720877119,25150.0,43.886385160184005,60351.66566335477,25150.0,60351.66566335477,109.81628594,57.278590687334614,0.018575758905471758,2.39966861484512,,-13.178188410394034,20917079.33222158,3483,7939,190473.38155322,457072.9956766816,32.1510884089256,77.15195778800945,5.01947365,12.045073380947077,255247.49087846,612509.3928790066,,0.0468646501824109,0.05234591996630079
2013-09-04,9599,454,2816123,6202.9140969163,1.37302617,59236333.9124555,43142902.18413936,1102.31480110269,0.0122102635819328,0.034541493452392054,0.00191824,0.00542649009626279,46.49668372,131.5340070667087,0.024877550154714004,22700.0,39.5682297723668,64215.80468823781,22700.0,64215.80468823781,49.80325191,67.19321307834672,0.02308746959703597,2.82889007437171,,2.414125286374799,20939779.33222158,3808,8757,420450.04153432,1189406.949265611,64.6743420852392,182.9566043914537,5.02694495,14.22067467346799,566353.21364044,1602150.9846559612,,0.05614538115611287,0.05402675122883114
2013-09-05,9114,567,2423576,4274.38447971781,1.26623533,54726817.55709832,43220099.84465536,1088.77586914333,0.0128017287503324,0.033412512038367564,0.006,0.01566,48.14730183,125.6644577763,0.0306879349261052,28350.0,49.349895911309005,73993.5,28350.0,73993.5,105.36568464,62.245640660009315,0.02132874222641704,2.61,,-0.5886800573630122,20968129.33222158,3761,8666,199003.3985301,519398.870163561,36.6800608196619,95.73495873931758,5.034031645,13.13882259345,317869.40706319,829639.1524349259,,0.057338143720951786,0.05444901797112639
2013-09-06,10098,746,2301820,3085.54959785523,1.26058163,54614116.2637761,43324537.69067665,938.9834304440191,0.00951978145895954,0.024751431793294802,0.006,0.0156,41.17305481,107.04994250600001,0.0348211311508246,37300.0,64.8141953428957,96980.0,37300.0,96980.0,80.38157947,62.14485366264378,0.022059856698256438,2.6,,-4.913178719180973,21005429.33222158,4325,10242,261321.43049639,679435.719290614,45.364145853304,117.94677921859041,5.07506122,13.195159172,464619.58182954,1208010.9127568041,,0.05681857425337946,0.0542568322380249
2013-09-07,9278,685,1985373,2898.35474452555,1.25687961,54823916.24750383,43619067.241006,938.9834304440179,0.011237597188076999,0.029282247002633623,0.006,0.0156344349308241,42.60173094,111.00899838698429,0.0319738268610118,34250.0,59.4174930264015,89246.56606345421,34250.0,89246.56606345421,63.33910237,62.245516404596344,0.021748023068314644,2.60573915513735,,0.607689387542472,21039679.33222158,3791,9385,332175.20529215,865561.9387955429,44.591622927669704,116.19413785374935,5.03067074,13.108615723821789,418492.38117618,1090481.9837574367,,0.05594613932942562,0.05425583604482698
2013-09-08,9395,606,1905379,3144.1897689769,1.19739988,52292975.86386474,43672107.082349315,960.263393025107,0.00924264630122683,0.022939058094336173,0.006,0.0148912274775405,35.40857798,87.8795315594019,0.0289273810227411,30300.0,52.4893727972818,75200.69876157952,30300.0,75200.69876157952,104.94186614,60.74117893431946,0.02102258336848074,2.48187124625675,,2.4480911466367443,21069979.33222158,3831,9361,200777.63152612,498304.23057620996,32.6898645135498,81.13203478020814,5.03,12.483812368671453,306009.82171134,759476.9775775291,,0.05529123774488566,0.05105778262272112
2013-09-09,7883,474,1625005,3428.2805907172997,1.23919211,54391278.61552953,43892531.493950285,1128.62544991665,0.0108822952857143,0.028060631127429365,0.0,0.0,28.18514479,72.67703462004194,0.0265934265520277,23700.0,41.009915168218,61111.82799763769,23700.0,61111.82799763769,95.50599967,63.711453229771394,0.02126483267679247,2.5785581433602403,,11.14205160487282,21093679.33222158,2590,7380,220862.34797351,569506.4059287572,59.787239119687,154.16487230109476,5.0,12.8927907168012,441229.82470329,1137736.7575820796,,0.055053363306207914,0.05127901117502357
2013-09-10,7903,461,1495763,3244.60520607375,1.20013295,52746691.84201985,43950707.17128257,1128.62544991665,0.0111003993383459,0.0277272741441865,0.0,0.0,29.52706224,73.75454922353586,0.0258640709714868,23050.0,39.8416339369487,57575.73665081629,23050.0,57575.73665081629,123.16258249,62.25702724901719,0.020438178008584225,2.4978627614237,,4.077615059320842,21116729.33222158,2660,7421,171454.09673288,428268.80352259777,30.630596882404,76.51102731273782,4.74510156,11.852612485897504,227309.65946432,567788.3336878272,,0.0551103277186852,0.05142991467050803
2013-09-11,7632,495,1542774,3116.71515151515,1.24178315,54679236.86673206,44032838.38446638,1128.62544991665,0.0115716095599516,0.029928216948073277,0.0,0.0,28.66287688,74.13219338037723,0.0277716163359784,24750.0,42.7299805185899,64012.12948183086,24750.0,64012.12948183086,109.98346101,64.5484450982382,0.020350812390414898,2.58634866593256,,11.963145711366224,21141479.33222158,2477,7195,192224.16841786,497158.72154752794,32.5879749945573,84.28386565261692,4.55424391,11.778862660959987,234470.48008584,606422.4133705792,,0.054915578258849886,0.051473601341662865
2013-09-12,8055,563,1583003,2811.7282415630602,1.23524329,54483188.759188786,44107253.31674808,1115.9530542499301,0.0110692876631036,0.028488457672742044,0.0,0.0,30.03097743,77.289185666149,0.031232046225294997,28150.0,48.535332568913496,72448.21057101687,28150.0,72448.21057101687,115.63104529,65.62463046262128,0.02029999999999989,2.57364868813559,,3.776156779660879,21169629.33222158,2713,7769,183079.11407997,471181.32177694095,35.4800719076754,91.31324052014521,5.0,12.86824344067795,275644.67865073,709412.5656010074,,0.053439427107417316,0.050816543993801776
2013-09-13,7942,553,1497745,2708.39963833635,1.21147776,53473811.75991469,44139326.13021808,970.079699686264,0.0560993999136961,0.14152046136737678,0.0,0.0,149.50490077,377.15202954405885,0.0266672766587998,27650.0,47.6110629190934,69751.91825274122,27650.0,69751.91825274122,103.9703735,64.546428263714,0.01980000000000009,2.52267335452952,,5.466535698981887,21197279.33222158,2665,7726,203878.07236323,514317.7807235616,37.6612038478682,95.00691544652173,5.0,12.6133667726476,290970.46092863,734023.4287398277,,0.05313003986503535,0.05001518762527803
2013-09-14,8088,673,1609980,2392.24368499257,1.20986214,53501941.91719839,44221519.421094954,970.079699686264,0.0124646017589577,0.031410796432573405,0.0,0.0,34.43969466,86.7880305432,0.0324540274708359,33650.0,57.85074128318811,84798.0,33650.0,84798.0,106.25513504,64.63709652243075,0.02026562810171607,2.52,,4.56431535269709,21230929.33222158,2763,8151,199810.85454689,503523.3534581628,41.3939527697743,104.31276097983124,4.9996915,12.59922258,337402.10902643,850253.3147466036,,0.053121092604161764,0.04999152641822085
2013-09-15,8497,635,1791676,2821.5370078740198,1.21357132,53738909.834615536,44281624.81733804,970.079699686264,0.0108701941898865,0.02747313150557865,0.0,0.0,31.59965451,79.86439328671696,0.0306215563803578,31750.0,54.5027737047153,80244.37374942878,31750.0,80244.37374942878,95.53549809,65.00953999889747,0.020206701575944317,2.52738185037571,,6.006465757339018,21262679.33222158,2907,8511,222563.1284474,562502.0114007966,45.5567130193808,115.13920964795784,5.00066576,12.638591881619256,387733.18450795,979949.8133137694,,0.05307092080516805,0.0498725370145809
2013-09-16,8248,598,1705086,2851.3143812709004,1.24271088,55122754.53413772,44356861.444884956,1021.2117231241801,0.0102981559067919,0.026660120004594234,0.0,0.0,28.50529555,73.79521217271692,0.0303572966430542,29900.0,51.25494581807121,77405.8574517827,29900.0,77405.8574517827,94.4230634,66.61089474837202,0.020512907694323557,2.5888246639392203,,-2.5412776052365764,21292579.33222158,2768,8195,225501.89079437,583784.8566533938,33.6344042827932,87.07357536419792,5.0,12.9441233196961,275633.94309749,713567.9501096018,,0.04936274412628223,0.048409747830485655
2013-09-17,8250,629,1734741,2757.93481717011,1.21643566,54043174.80660946,44427483.21119101,1032.73738414502,0.00969348962592593,0.024566977759141587,0.0,0.0,26.17242199,66.33083994968227,0.0322913842543195,31450.0,53.832462060321504,79706.22349030478,31450.0,79706.22349030478,102.53309124,65.47940371649983,0.019971899488521273,2.53437912528791,,5.116551251865384,21324029.33222158,2700,8124,207972.16854291,527080.3225960102,32.6821215440042,82.82888661124652,5.0,12.67189562643955,265509.55542349,672901.8748297663,,0.046112962746145486,0.0470604393454682
2013-09-18,7850,615,1667353,2711.14308943089,1.22661067,54632611.35837899,44539488.09540219,1032.73738414502,0.00936129287140115,0.023949293378252745,0.0,0.0,24.38616793,62.38790925034839,0.0315726571008052,30750.0,52.5584920611417,78668.70329750136,30750.0,78668.70329750136,71.51214774,66.09277901565319,0.02015961242593723,2.55833181455289,,6.841731381498419,21354779.33222158,2605,7788,298617.50777181,763962.6705151165,50.834817932598895,130.05233200397157,5.00410321,12.802156445449238,395901.56205908,1012847.5616469297,,0.04610483851420084,0.047081758743567854
2013-09-19,7967,605,2171139,3588.65950413223,1.19137485,53143400.205451064,44606783.501625605,1079.36788729256,0.0119794743989676,0.029769891466833655,0.0,0.0,32.48833457,80.73594565805256,0.0324616795676605,30250.0,51.63074517444671,75173.51654003511,30250.0,75173.51654003511,150.2831688,64.7839954463759,0.020011723055424226,2.48507492694331,,1.247311740598518,21385029.33222158,2712,8009,142298.23274838,353621.7703513424,22.4027796188313,55.67258592459428,4.55311292,11.314826757033638,179423.86196722,445881.74067007576,,0.04624424685243742,0.04680509090519242
2013-09-20,7829,529,1539332,2909.8903591682397,1.15004443,51322714.291760325,44626722.930056766,1120.62353493712,0.0119731690982287,0.028699349879603445,0.0,0.0,29.74135204,71.28918510093474,0.0294687374816923,26450.0,45.0891311627944,63399.906748816524,26450.0,63399.906748816524,73.41651466,63.58637098277268,0.019500000000000028,2.39697189976622,,0.8057270296014768,21411479.33222158,2484,7591,291643.90916751,699062.2550124932,43.844547615822705,105.094148593089,5.0,11.984859498831101,332823.96095171,797769.6819701387,,0.04635574794878576,0.04698219730174991
2013-09-21,7039,552,1437419,2604.01992753623,1.15493647,51607756.06526885,44684497.74783128,1120.62353493712,0.0115571454024011,0.0278201471012587,0.0,0.0,25.99202001,62.56751083073064,0.0307499869374181,27600.0,46.988958079274504,66438.21058400936,27600.0,66438.21058400936,155.19321697,65.30833625011725,0.019490045475134943,2.40718154289889,,2.0580453017578293,21439079.33222158,2249,7009,138144.43537585,332538.73509093456,25.7787745780468,62.054190362825366,5.0,12.03590771449445,180683.43101753,434937.820253043,,0.046333735350249636,0.046739861341806
2013-09-22,7353,557,1331191,2389.92998204668,1.16115438,51949968.98397622,44739933.03046096,1120.62353493712,0.0120655155245038,0.0291985475692992,0.0,0.0,29.78975783,72.0912139486,0.0310285194277933,27850.0,47.3530696574386,67397.0,27850.0,67397.0,141.23474412,66.72586210554772,0.019654832691121525,2.42,,-2.1656605199939887,21466929.33222158,2469,7228,151994.67713046,367827.1186557132,31.742343537255103,76.81647136015735,5.0,12.1,229433.65908728,555229.4549912176,,0.04549350876670938,0.04634328072879978
2013-09-23,9871,624,2371087,3799.8189102564097,1.12807874,50501886.092079476,44768050.68770512,1071.45158927596,0.0167590992371743,0.03936936018726505,0.0,0.0,62.39412646,146.572127977188,0.0332355799763539,31200.0,52.9721432435763,73292.96285316188,31200.0,73292.96285316188,62.90457659,64.74602864316685,0.0191195219152085,2.34913342478083,,-5.144086211909597,21498091.83222158,3723,10206,341757.19793566,802833.2568300971,56.544957209474795,132.83164898357907,5.0,11.74566712390415,577097.8332799,1355679.8095264076,,0.04579754671535224,0.046351221942493484
2013-09-24,8387,573,1923597,3357.06282722513,1.15707709,51966878.646458976,44912200.855857916,1066.5083778073802,0.0128301470396352,0.030972763989158637,0.0,0.0,36.57874921,88.30335013309133,0.0303784081002155,28650.0,48.5779505393957,69162.86193354688,28650.0,69162.86193354688,36.32456249,65.95250756705492,0.01950010520163649,2.4140614985531204,,4.959195589266091,21526741.83222158,2851,8386,592622.1915349,1430626.415772575,91.52821133117821,220.95473100603073,4.999441185,12.068958478989286,767555.58022326,1852926.3742165728,,0.0439885827329479,0.04612601607611645
